date,Cotton,Delaware,Ellis,Garfield,Garvin,Grady,Jefferson,Le Flore,Lincoln,Mayes,McCurtain,Okfuskee,Ottawa,Unknown,Wagoner,Beaver,Bryan,Carter,Custer,Dewey,Grant,Harmon,Johnston,Kay,Latimer,Love,McIntosh,Murray,Muskogee,Nowata,Payne,Pittsburg,Seminole,Sequoyah,Adair,Alfalfa,Atoka,Blaine,Caddo,Canadian,Choctaw,Cleveland,Comanche,Craig,Creek,Greer,Harper,Jackson,Kingfisher,Kiowa,Major,Marshall,McClain,Noble,Okmulgee,Osage,Pottawatomie,Pushmataha,Rogers,Tillman,Tulsa,Washita,Woodward,Cherokee,Haskell,Hughes,Oklahoma,Pawnee,Pontotoc,Roger Mills,Stephens,Texas,Washington,Logan,Cimarron,Woods,Beckham,Coal
07/01/2020,5,153,1,68,73,139,8,33,30,82,483,14,73,0,269,30,100,95,54,4,2,1,13,98,11,30,59,18,123,34,387,58,41,40,115,1,20,14,189,289,112,911,408,22,147,66,1,38,26,10,8,32,167,39,62,168,105,13,186,23,3544,3,12,79,9,11,3029,57,42,0,63,986,400,49,1,7,11,8
07/02/2020,5,162,1,75,73,144,9,33,30,83,501,14,76,0,277,30,108,96,59,4,2,1,13,104,11,30,63,18,127,34,398,59,43,41,119,1,22,14,190,293,114,935,418,22,151,66,1,38,27,10,8,33,170,40,64,174,109,15,192,24,3680,4,12,83,10,11,3135,57,44,0,62,987,401,52,1,7,11,8
07/03/2020,6,165,1,74,81,153,10,34,32,86,522,15,77,0,289,30,113,120,63,4,2,1,13,106,14,31,64,18,133,36,407,61,43,44,119,1,24,14,191,307,114,1003,427,21,158,66,1,43,29,11,8,33,191,40,68,176,112,16,202,24,3792,5,12,87,11,13,3263,57,43,0,64,990,401,54,1,6,11,8
07/04/2020,7,172,1,78,89,169,10,35,33,93,534,16,80,0,308,32,123,127,62,4,2,2,13,108,14,31,66,21,137,36,417,64,43,46,120,1,25,18,193,325,118,1035,443,21,169,66,1,47,32,12,8,36,196,40,68,182,115,17,214,25,3974,5,13,90,12,13,3393,58,44,0,65,993,403,55,1,6,11,9
07/05/2020,7,175,1,79,91,173,10,35,35,94,542,16,81,0,310,32,124,128,64,4,2,2,13,111,15,31,67,22,138,37,426,64,43,47,121,1,25,17,195,337,119,1052,447,21,174,66,1,48,32,12,8,37,198,40,95,185,117,17,217,25,4035,5,13,90,12,13,3479,58,45,0,65,993,407,60,1,6,11,9
07/06/2020,7,181,1,82,91,198,10,36,36,94,561,16,85,0,314,32,134,132,64,4,2,2,13,112,14,34,70,22,143,37,438,65,43,50,123,1,27,17,197,360,120,1107,447,21,175,66,1,48,33,12,8,37,204,47,100,186,119,17,222,25,4104,5,15,90,13,13,3607,58,50,0,72,993,410,62,1,6,11,9
07/07/2020,8,199,1,84,94,206,13,39,37,102,569,16,120,0,331,32,136,140,67,4,2,3,13,113,15,39,69,23,153,37,452,67,46,52,129,1,29,18,200,387,120,1157,457,22,185,66,1,53,36,14,8,41,216,48,104,187,121,17,262,25,4365,6,15,95,13,13,3819,60,51,0,70,997,431,67,1,8,13,10
07/08/2020,9,200,2,86,98,212,13,48,38,105,581,16,121,0,336,32,146,151,69,4,2,3,15,115,14,40,71,23,159,37,455,69,48,57,130,1,30,18,200,409,121,1186,463,23,194,67,1,54,38,15,9,43,221,48,113,188,134,17,278,25,4571,6,15,97,15,13,4039,61,63,0,74,998,437,70,1,9,13,10
07/09/2020,10,218,2,93,106,224,13,53,40,109,596,17,132,0,344,32,154,159,70,4,2,3,15,120,18,45,79,24,174,37,465,69,53,59,136,1,31,18,202,430,123,1208,474,26,201,67,1,54,39,14,10,43,229,50,127,194,142,20,291,26,4693,7,15,105,16,13,4194,65,67,0,76,1001,440,75,1,9,13,10
07/10/2020,11,229,2,102,111,228,15,54,41,114,600,17,137,0,350,32,173,163,72,4,2,3,15,123,19,46,84,25,182,38,476,71,58,60,136,1,34,21,204,456,122,1238,479,27,204,68,1,55,40,14,14,43,230,51,136,203,151,22,304,26,4828,8,15,111,16,14,4379,68,69,1,78,1004,445,85,1,9,14,10
