date,Box Butte,Burt,Butler,Cedar,Dawson,Furnas,Nemaha,Nuckolls,Otoe,Perkins,Scotts Bluff,Seward,Stanton,Valley,Wayne,Webster,Adams,Banner,Clay,Cuming,Custer,Dodge,Franklin,Frontier,Greeley,Hamilton,Harlan,Howard,Jefferson,Johnson,Kearney,Keith,Keya Paha,Lincoln,Loup,Polk,Rock,Saline,Saunders,Sherman,Thayer,York,Boone,Cherry,Cheyenne,Colfax,Dixon,Garfield,Gosper,Holt,Hooker,Madison,Merrick,Morrill,Nance,Phelps,Platte,Richardson,Sheridan,Washington,Boyd,Cass,Dakota,Dawes,Douglas,Fillmore,Gage,Garden,Hall,Hitchcock,Kimball,Knox,McPherson,Pierce,Red Willow,Sarpy,Sioux,Thomas,Unknown,Lancaster,Thurston,Chase,Buffalo,Antelope
06/20/2020,3,11,51,9,849,9,5,1,13,0,188,32,21,7,26,6,281,1,27,34,39,654,6,1,3,62,0,44,9,6,12,2,0,54,0,12,0,525,61,5,1,40,7,1,13,657,40,1,13,1,0,350,37,14,4,21,652,5,0,45,1,61,1751,2,6254,13,47,4,1588,1,10,15,0,6,6,998,1,1,114,1603,72,1,179,8
06/21/2020,3,11,51,9,850,9,5,1,14,0,190,32,21,7,26,6,282,1,27,34,39,654,6,1,3,62,0,44,9,6,12,2,0,54,0,12,0,525,63,5,1,40,7,1,13,658,43,1,13,1,0,350,37,14,4,21,651,5,0,45,1,61,1751,2,6426,13,47,4,1588,1,10,15,0,6,6,1018,1,1,7,1611,72,1,179,8
06/22/2020,3,11,51,10,849,9,5,1,15,0,193,32,21,7,26,6,282,1,27,34,39,655,6,1,3,62,0,45,9,6,13,2,0,54,0,12,0,530,63,5,1,40,7,1,14,661,44,1,13,2,0,350,37,14,4,21,649,5,0,45,1,61,1753,2,6489,13,47,4,1591,1,10,15,0,6,6,1038,1,1,37,1623,72,1,180,8
06/23/2020,3,11,51,11,851,9,5,1,15,0,199,32,21,7,26,6,282,1,27,34,39,660,6,1,3,62,1,45,9,6,13,2,1,54,0,12,0,530,65,5,1,41,7,1,18,661,44,1,13,3,0,350,38,14,4,22,650,5,0,45,1,61,1757,2,6591,13,47,4,1591,1,10,16,0,6,6,1049,3,1,12,1634,73,1,181,8
06/24/2020,3,11,51,11,854,10,5,1,15,0,202,32,21,7,27,6,283,1,27,34,41,664,6,1,3,64,1,46,9,6,13,2,0,54,1,12,1,530,66,5,1,41,7,1,18,663,43,1,13,3,0,355,38,14,4,23,651,5,0,45,1,62,1758,2,6652,13,47,4,1594,1,10,16,0,7,6,1060,3,1,19,1649,73,1,181,9
06/25/2020,3,11,51,11,854,10,5,1,15,0,205,33,21,8,27,6,285,1,27,34,41,672,6,1,3,64,1,46,9,6,13,2,0,54,0,12,1,531,67,5,1,41,7,1,18,664,44,1,13,3,0,365,38,20,4,23,656,5,0,46,1,63,1761,2,6716,13,48,4,1594,1,10,20,0,7,6,1068,4,1,1,1660,83,1,181,9
06/26/2020,3,11,51,13,854,10,5,1,16,0,208,33,21,8,27,6,287,1,27,34,40,673,6,1,3,64,1,46,9,6,13,2,0,54,0,12,1,531,69,5,1,41,7,1,18,665,44,1,13,3,0,365,38,24,4,23,657,5,2,46,1,64,1764,2,6778,13,50,4,1598,1,10,20,0,7,6,1089,6,1,54,1670,84,1,182,9
06/27/2020,3,12,51,13,857,10,5,1,16,0,209,33,21,8,28,6,287,1,27,34,40,679,7,1,3,64,1,46,9,6,13,3,0,54,0,12,1,533,73,5,1,41,7,1,18,665,46,1,13,3,0,365,38,24,4,23,659,5,2,46,1,65,1764,2,6937,13,50,4,1598,1,10,20,0,8,6,1111,6,1,79,1688,84,1,183,9
06/28/2020,3,13,51,13,857,10,5,1,18,0,209,33,21,8,28,6,288,1,27,35,40,681,7,1,3,64,1,46,9,6,13,3,0,55,0,12,1,533,74,5,1,41,7,1,18,666,46,1,13,3,0,365,38,25,4,23,660,5,2,46,1,65,1764,2,7107,13,50,5,1598,1,10,20,0,8,6,1123,6,1,0,1697,84,1,183,9
06/29/2020,3,13,51,17,857,10,5,1,20,0,213,33,21,8,28,6,292,1,27,36,40,684,6,1,3,64,1,46,9,6,13,4,0,57,0,12,1,534,74,5,1,41,7,1,18,667,47,1,13,3,0,365,38,31,4,25,663,5,4,48,1,66,1778,2,7170,14,49,4,1602,1,10,20,0,8,6,1145,6,1,0,1718,85,1,184,9
06/30/2020,3,14,51,17,857,10,5,1,22,0,215,34,21,8,28,6,294,1,27,35,40,687,6,1,3,64,1,46,9,7,13,4,0,57,0,12,1,533,77,5,1,41,7,1,19,668,48,1,13,3,0,365,38,37,4,26,664,5,4,50,1,66,1781,3,7235,14,52,4,1602,1,10,20,0,8,6,1167,6,1,0,1728,85,1,184,9
07/01/2020,3,14,51,17,859,10,5,1,22,0,216,36,21,8,28,6,296,1,27,35,40,687,6,1,3,67,1,46,10,7,14,4,0,59,0,12,1,535,78,5,1,42,7,1,19,670,48,1,13,3,1,373,38,38,4,26,664,5,4,51,1,67,1781,4,7294,14,52,4,1603,1,10,20,0,8,6,1178,6,1,0,1751,84,1,189,9
07/02/2020,3,14,51,17,860,10,6,2,25,0,216,36,21,8,28,7,296,1,27,35,40,689,7,1,3,67,1,46,10,7,15,4,0,58,0,12,1,536,79,5,1,44,7,2,19,670,49,1,13,3,1,373,39,44,4,26,665,5,5,51,1,68,1785,4,7344,14,54,4,1603,1,10,20,0,8,6,1192,6,1,0,1766,126,1,187,9
07/03/2020,3,14,51,17,861,10,6,2,25,0,224,37,21,8,28,7,298,2,27,36,40,690,7,1,3,67,1,46,10,7,15,4,0,58,0,12,2,540,79,5,1,45,7,2,19,668,50,1,13,3,1,373,39,46,4,26,669,5,8,50,1,70,1789,5,7344,14,55,4,1603,1,11,20,0,9,6,1212,6,1,96,1791,126,1,192,9
07/04/2020,3,14,51,17,861,10,6,2,25,1,224,39,21,8,28,7,299,2,27,36,40,693,7,1,3,67,1,46,10,7,16,4,0,58,0,13,2,540,79,5,1,45,7,2,19,669,50,1,13,3,1,373,39,46,4,26,670,5,8,50,1,71,1789,5,7406,14,56,4,1603,1,11,21,0,9,6,1230,6,1,118,1838,127,1,195,9
07/05/2020,3,14,51,17,861,10,6,2,25,1,224,39,21,8,28,7,299,2,27,36,40,694,7,1,3,67,1,46,10,7,16,4,0,58,0,13,2,540,79,5,1,45,7,2,19,670,50,1,13,3,1,373,39,46,4,27,669,5,8,50,1,71,1789,5,7593,14,56,4,1603,1,11,24,0,9,8,1237,6,1,0,1866,128,1,194,9
07/06/2020,3,14,52,17,861,10,5,1,25,1,227,41,21,8,28,7,301,2,27,37,41,699,8,1,5,67,1,44,10,7,17,4,0,61,0,13,2,539,79,5,1,45,7,2,19,670,51,1,13,3,2,377,39,50,4,27,671,5,8,50,1,71,1793,5,7643,15,58,4,1611,1,11,24,0,9,8,1242,6,1,0,1882,128,1,194,9
07/07/2020,3,14,51,17,863,10,5,1,25,0,229,44,21,8,28,7,302,2,28,37,40,698,8,1,5,67,1,44,10,7,17,4,0,63,0,13,2,540,81,5,1,47,7,2,19,671,52,1,13,3,2,378,39,51,4,27,672,5,8,50,1,74,1797,5,7687,15,58,4,1611,1,11,24,0,9,8,1259,6,1,0,1909,166,1,196,9
07/08/2020,3,14,52,18,867,10,5,1,25,0,231,46,21,8,28,7,304,2,28,38,40,699,8,1,5,70,1,44,10,7,17,4,0,63,0,13,2,544,83,5,4,49,7,2,20,671,52,1,13,4,2,379,39,51,4,27,681,5,8,53,1,76,1800,4,7789,17,59,4,1620,1,11,24,0,10,8,1272,6,1,0,1963,167,1,198,9
07/09/2020,4,14,51,18,869,10,5,1,27,0,233,46,21,8,31,7,309,2,28,38,40,706,8,1,5,70,1,44,10,7,18,4,0,65,0,13,2,545,85,5,7,50,7,2,20,676,52,1,13,4,2,390,39,52,4,27,684,6,8,55,1,80,1805,4,7876,18,61,4,1620,1,11,24,0,10,8,1299,6,1,0,1998,167,1,202,11
07/10/2020,4,14,51,19,870,10,5,1,27,0,235,47,21,8,30,7,309,2,28,38,40,708,8,1,5,73,1,48,10,7,18,4,0,66,0,13,2,545,86,5,7,49,7,2,20,676,52,2,13,4,2,390,39,52,5,27,684,6,8,56,1,80,1809,4,7978,18,61,4,1622,1,11,24,3,11,8,1311,6,1,0,2028,169,1,205,11
